температура печи
5.2266666412354e+01 8.8403106689453e+01 0.0000000000000e+00
5.2283332824707e+01 8.8428108215332e+01 0.0000000000000e+00
5.2299999237061e+01 8.8453109741211e+01 0.0000000000000e+00
5.2316665649414e+01 8.8478111267090e+01 0.0000000000000e+00
5.2333332061768e+01 8.8503112792969e+01 0.0000000000000e+00
5.2349998474121e+01 8.8528114318848e+01 0.0000000000000e+00
5.2366664886475e+01 8.8553115844727e+01 0.0000000000000e+00
5.2383335113525e+01 8.8578117370605e+01 0.0000000000000e+00
5.2400001525879e+01 8.8603118896484e+01 0.0000000000000e+00
5.2416667938232e+01 8.8628120422363e+01 0.0000000000000e+00
5.2433334350586e+01 8.8653121948242e+01 0.0000000000000e+00
5.2450000762939e+01 8.8678123474121e+01 0.0000000000000e+00
5.2466667175293e+01 8.8703125000000e+01 0.0000000000000e+00
5.2483333587646e+01 8.8728126525879e+01 0.0000000000000e+00
5.2500000000000e+01 8.8753128051758e+01 0.0000000000000e+00
5.2516666412354e+01 8.8778129577637e+01 0.0000000000000e+00
5.2533332824707e+01 8.8803131103516e+01 0.0000000000000e+00
5.2549999237061e+01 8.8828132629395e+01 0.0000000000000e+00
5.2566665649414e+01 8.8853134155273e+01 0.0000000000000e+00
5.2583332061768e+01 8.8878135681152e+01 0.0000000000000e+00
5.2599998474121e+01 8.8903137207031e+01 0.0000000000000e+00
5.2616664886475e+01 8.8928138732910e+01 0.0000000000000e+00
5.2633335113525e+01 8.8953140258789e+01 0.0000000000000e+00
5.2650001525879e+01 8.8978141784668e+01 0.0000000000000e+00
5.2666667938232e+01 8.9003143310547e+01 0.0000000000000e+00
5.2683334350586e+01 8.9028144836426e+01 0.0000000000000e+00
5.2700000762939e+01 8.9053146362305e+01 0.0000000000000e+00
5.2716667175293e+01 8.9078147888184e+01 0.0000000000000e+00
5.2733333587646e+01 8.9103149414062e+01 0.0000000000000e+00
5.2750000000000e+01 8.9128150939941e+01 0.0000000000000e+00
5.2766666412354e+01 8.9153152465820e+01 0.0000000000000e+00
5.2783332824707e+01 8.9178153991699e+01 0.0000000000000e+00
5.2799999237061e+01 8.9203155517578e+01 0.0000000000000e+00
5.2816665649414e+01 8.9228157043457e+01 0.0000000000000e+00
5.2833332061768e+01 8.9253158569336e+01 0.0000000000000e+00
5.2849998474121e+01 8.9278160095215e+01 0.0000000000000e+00
5.2866664886475e+01 8.9303161621094e+01 0.0000000000000e+00
5.2883335113525e+01 8.9328163146973e+01 0.0000000000000e+00
5.2900001525879e+01 8.9353164672852e+01 0.0000000000000e+00
5.2916667938232e+01 8.9378166198730e+01 0.0000000000000e+00
5.2933334350586e+01 8.9403167724609e+01 0.0000000000000e+00
5.2950000762939e+01 8.9428169250488e+01 0.0000000000000e+00
5.2966667175293e+01 8.9453170776367e+01 0.0000000000000e+00
5.2983333587646e+01 8.9478172302246e+01 0.0000000000000e+00
5.3000000000000e+01 8.9503173828125e+01 0.0000000000000e+00
5.3016666412354e+01 8.9528175354004e+01 0.0000000000000e+00
5.3033332824707e+01 8.9553176879883e+01 0.0000000000000e+00
5.3049999237061e+01 8.9578178405762e+01 0.0000000000000e+00
5.3066665649414e+01 8.9603179931641e+01 0.0000000000000e+00
5.3083332061768e+01 8.9628181457520e+01 0.0000000000000e+00
5.3099998474121e+01 8.9653182983398e+01 0.0000000000000e+00
5.3116664886475e+01 8.9678184509277e+01 0.0000000000000e+00
5.3133335113525e+01 8.9703186035156e+01 0.0000000000000e+00
5.3150001525879e+01 8.9728187561035e+01 0.0000000000000e+00
5.3166667938232e+01 8.9753189086914e+01 0.0000000000000e+00
5.3183334350586e+01 8.9778190612793e+01 0.0000000000000e+00
5.3200000762939e+01 8.9803192138672e+01 0.0000000000000e+00
5.3216667175293e+01 8.9828193664551e+01 0.0000000000000e+00
5.3233333587646e+01 8.9853195190430e+01 0.0000000000000e+00
5.3250000000000e+01 8.9878196716309e+01 0.0000000000000e+00
5.3266666412354e+01 8.9903198242188e+01 0.0000000000000e+00
5.3283332824707e+01 8.9928199768066e+01 0.0000000000000e+00
5.3299999237061e+01 8.9953201293945e+01 0.0000000000000e+00
5.3316665649414e+01 8.9978202819824e+01 0.0000000000000e+00
5.3333332061768e+01 9.0003204345703e+01 0.0000000000000e+00
5.3349998474121e+01 9.0028205871582e+01 0.0000000000000e+00
5.3366664886475e+01 9.0053207397461e+01 0.0000000000000e+00
5.3383335113525e+01 9.0078208923340e+01 0.0000000000000e+00
5.3400001525879e+01 9.0103210449219e+01 0.0000000000000e+00
5.3416667938232e+01 9.0128211975098e+01 0.0000000000000e+00
5.3433334350586e+01 9.0153213500977e+01 0.0000000000000e+00
5.3450000762939e+01 9.0178215026855e+01 0.0000000000000e+00
5.3466667175293e+01 9.0203216552734e+01 0.0000000000000e+00
5.3483333587646e+01 9.0228218078613e+01 0.0000000000000e+00
5.3500000000000e+01 9.0253219604492e+01 0.0000000000000e+00
5.3516666412354e+01 9.0278221130371e+01 0.0000000000000e+00
5.3533332824707e+01 9.0303222656250e+01 0.0000000000000e+00
5.3549999237061e+01 9.0328224182129e+01 0.0000000000000e+00
5.3566665649414e+01 9.0353225708008e+01 0.0000000000000e+00
5.3583332061768e+01 9.0378227233887e+01 0.0000000000000e+00
5.3599998474121e+01 9.0403228759766e+01 0.0000000000000e+00
5.3616664886475e+01 9.0428230285645e+01 0.0000000000000e+00
5.3633335113525e+01 9.0453231811523e+01 0.0000000000000e+00
5.3650001525879e+01 9.0478233337402e+01 0.0000000000000e+00
5.3666667938232e+01 9.0503234863281e+01 0.0000000000000e+00
5.3683334350586e+01 9.0528236389160e+01 0.0000000000000e+00
5.3700000762939e+01 9.0553237915039e+01 0.0000000000000e+00
5.3716667175293e+01 9.0578239440918e+01 0.0000000000000e+00
5.3733333587646e+01 9.0603240966797e+01 0.0000000000000e+00
5.3750000000000e+01 9.0628242492676e+01 0.0000000000000e+00
5.3766666412354e+01 9.0653244018555e+01 0.0000000000000e+00
5.3783332824707e+01 9.0678245544434e+01 0.0000000000000e+00
5.3799999237061e+01 9.0703247070312e+01 0.0000000000000e+00
5.3816665649414e+01 9.0728248596191e+01 0.0000000000000e+00
5.3833332061768e+01 9.0753250122070e+01 0.0000000000000e+00
5.3849998474121e+01 9.0778251647949e+01 0.0000000000000e+00
5.3866664886475e+01 9.0803253173828e+01 0.0000000000000e+00
5.3883335113525e+01 9.0828254699707e+01 0.0000000000000e+00
5.3900001525879e+01 9.0853256225586e+01 0.0000000000000e+00
5.3916667938232e+01 9.0878257751465e+01 0.0000000000000e+00
5.3933334350586e+01 9.0903259277344e+01 0.0000000000000e+00
5.3950000762939e+01 9.0928260803223e+01 0.0000000000000e+00
5.3966667175293e+01 9.0953262329102e+01 0.0000000000000e+00
5.3983333587646e+01 9.0978263854980e+01 0.0000000000000e+00
5.4000000000000e+01 9.1003265380859e+01 0.0000000000000e+00
5.4016666412354e+01 9.1028266906738e+01 0.0000000000000e+00
5.4033332824707e+01 9.1053268432617e+01 0.0000000000000e+00
5.4049999237061e+01 9.1078269958496e+01 0.0000000000000e+00
5.4066665649414e+01 9.1103271484375e+01 0.0000000000000e+00
5.4083332061768e+01 9.1128273010254e+01 0.0000000000000e+00
5.4099998474121e+01 9.1153274536133e+01 0.0000000000000e+00
5.4116664886475e+01 9.1178276062012e+01 0.0000000000000e+00
5.4133335113525e+01 9.1203277587891e+01 0.0000000000000e+00
5.4150001525879e+01 9.1228279113770e+01 0.0000000000000e+00
5.4166667938232e+01 9.1253280639648e+01 0.0000000000000e+00
5.4183334350586e+01 9.1278282165527e+01 0.0000000000000e+00
5.4200000762939e+01 9.1303283691406e+01 0.0000000000000e+00
5.4216667175293e+01 9.1328285217285e+01 0.0000000000000e+00
5.4233333587646e+01 9.1353286743164e+01 0.0000000000000e+00
5.4250000000000e+01 9.1378288269043e+01 0.0000000000000e+00
5.4266666412354e+01 9.1403289794922e+01 0.0000000000000e+00
5.4283332824707e+01 9.1428291320801e+01 0.0000000000000e+00
5.4299999237061e+01 9.1453292846680e+01 0.0000000000000e+00
5.4316665649414e+01 9.1478294372559e+01 0.0000000000000e+00
5.4333332061768e+01 9.1503295898438e+01 0.0000000000000e+00
5.4349998474121e+01 9.1528297424316e+01 0.0000000000000e+00
5.4366664886475e+01 9.1553298950195e+01 0.0000000000000e+00
5.4383335113525e+01 9.1578300476074e+01 0.0000000000000e+00
5.4400001525879e+01 9.1603302001953e+01 0.0000000000000e+00
5.4416667938232e+01 9.1628303527832e+01 0.0000000000000e+00
5.4433334350586e+01 9.1653305053711e+01 0.0000000000000e+00
5.4450000762939e+01 9.1678306579590e+01 0.0000000000000e+00
5.4466667175293e+01 9.1703308105469e+01 0.0000000000000e+00
5.4483333587646e+01 9.1728309631348e+01 0.0000000000000e+00
5.4500000000000e+01 9.1753311157227e+01 0.0000000000000e+00
5.4516666412354e+01 9.1778312683105e+01 0.0000000000000e+00
5.4533332824707e+01 9.1803314208984e+01 0.0000000000000e+00
5.4549999237061e+01 9.1828315734863e+01 0.0000000000000e+00
5.4566665649414e+01 9.1853317260742e+01 0.0000000000000e+00
5.4583332061768e+01 9.1878318786621e+01 0.0000000000000e+00
5.4599998474121e+01 9.1903320312500e+01 0.0000000000000e+00
5.4616664886475e+01 9.1928321838379e+01 0.0000000000000e+00
5.4633335113525e+01 9.1953323364258e+01 0.0000000000000e+00
5.4650001525879e+01 9.1978324890137e+01 0.0000000000000e+00
5.4666667938232e+01 9.2003326416016e+01 0.0000000000000e+00
5.4683334350586e+01 9.2028327941895e+01 0.0000000000000e+00
5.4700000762939e+01 9.2053329467773e+01 0.0000000000000e+00
5.4716667175293e+01 9.2078330993652e+01 0.0000000000000e+00
5.4733333587646e+01 9.2103332519531e+01 0.0000000000000e+00
5.4750000000000e+01 9.2128334045410e+01 0.0000000000000e+00
5.4766666412354e+01 9.2153335571289e+01 0.0000000000000e+00
5.4783332824707e+01 9.2178337097168e+01 0.0000000000000e+00
5.4799999237061e+01 9.2203338623047e+01 0.0000000000000e+00
5.4816665649414e+01 9.2228340148926e+01 0.0000000000000e+00
5.4833332061768e+01 9.2253341674805e+01 0.0000000000000e+00
5.4849998474121e+01 9.2278343200684e+01 0.0000000000000e+00
5.4866664886475e+01 9.2303344726562e+01 0.0000000000000e+00
5.4883335113525e+01 9.2328346252441e+01 0.0000000000000e+00
5.4900001525879e+01 9.2353347778320e+01 0.0000000000000e+00
5.4916667938232e+01 9.2378349304199e+01 0.0000000000000e+00
5.4933334350586e+01 9.2403350830078e+01 0.0000000000000e+00
5.4950000762939e+01 9.2428352355957e+01 0.0000000000000e+00
5.4966667175293e+01 9.2453353881836e+01 0.0000000000000e+00
5.4983333587646e+01 9.2478355407715e+01 0.0000000000000e+00
5.5000000000000e+01 9.2503356933594e+01 0.0000000000000e+00
5.5016666412354e+01 9.2528358459473e+01 0.0000000000000e+00
5.5033332824707e+01 9.2553359985352e+01 0.0000000000000e+00
5.5049999237061e+01 9.2578361511230e+01 0.0000000000000e+00
5.5066665649414e+01 9.2603363037109e+01 0.0000000000000e+00
5.5083332061768e+01 9.2628364562988e+01 0.0000000000000e+00
5.5099998474121e+01 9.2653366088867e+01 0.0000000000000e+00
5.5116664886475e+01 9.2678367614746e+01 0.0000000000000e+00
5.5133335113525e+01 9.2703369140625e+01 0.0000000000000e+00
5.5150001525879e+01 9.2728370666504e+01 0.0000000000000e+00
5.5166667938232e+01 9.2753372192383e+01 0.0000000000000e+00
5.5183334350586e+01 9.2778373718262e+01 0.0000000000000e+00
5.5200000762939e+01 9.2803375244141e+01 0.0000000000000e+00
5.5216667175293e+01 9.2828376770020e+01 0.0000000000000e+00
5.5233333587646e+01 9.2853378295898e+01 0.0000000000000e+00
5.5250000000000e+01 9.2878379821777e+01 0.0000000000000e+00
5.5266666412354e+01 9.2903381347656e+01 0.0000000000000e+00
5.5283332824707e+01 9.2928382873535e+01 0.0000000000000e+00
5.5299999237061e+01 9.2953384399414e+01 0.0000000000000e+00
5.5316665649414e+01 9.2978385925293e+01 0.0000000000000e+00
5.5333332061768e+01 9.3003387451172e+01 0.0000000000000e+00
5.5349998474121e+01 9.3028388977051e+01 0.0000000000000e+00
5.5366664886475e+01 9.3053390502930e+01 0.0000000000000e+00
5.5383335113525e+01 9.3078392028809e+01 0.0000000000000e+00
5.5400001525879e+01 9.3103393554688e+01 0.0000000000000e+00
5.5416667938232e+01 9.3128395080566e+01 0.0000000000000e+00
5.5433334350586e+01 9.3153396606445e+01 0.0000000000000e+00
5.5450000762939e+01 9.3178398132324e+01 0.0000000000000e+00
5.5466667175293e+01 9.3203399658203e+01 0.0000000000000e+00
5.5483333587646e+01 9.3228401184082e+01 0.0000000000000e+00
5.5500000000000e+01 9.3253402709961e+01 0.0000000000000e+00
5.5516666412354e+01 9.3278404235840e+01 0.0000000000000e+00
5.5533332824707e+01 9.3303405761719e+01 0.0000000000000e+00
5.5549999237061e+01 9.3328407287598e+01 0.0000000000000e+00
5.5566665649414e+01 9.3353408813477e+01 0.0000000000000e+00
5.5583332061768e+01 9.3378410339355e+01 0.0000000000000e+00
5.5599998474121e+01 9.3403411865234e+01 0.0000000000000e+00
5.5616664886475e+01 9.3428413391113e+01 0.0000000000000e+00
5.5633335113525e+01 9.3453414916992e+01 0.0000000000000e+00
5.5650001525879e+01 9.3478416442871e+01 0.0000000000000e+00
5.5666667938232e+01 9.3503417968750e+01 0.0000000000000e+00
5.5683334350586e+01 9.3528419494629e+01 0.0000000000000e+00
5.5700000762939e+01 9.3553421020508e+01 0.0000000000000e+00
5.5716667175293e+01 9.3578422546387e+01 0.0000000000000e+00
5.5733333587646e+01 9.3603424072266e+01 0.0000000000000e+00
5.5750000000000e+01 9.3628425598145e+01 0.0000000000000e+00
5.5766666412354e+01 9.3653427124023e+01 0.0000000000000e+00
5.5783332824707e+01 9.3678428649902e+01 0.0000000000000e+00
5.5799999237061e+01 9.3703430175781e+01 0.0000000000000e+00
5.5816665649414e+01 9.3728431701660e+01 0.0000000000000e+00
5.5833332061768e+01 9.3753433227539e+01 0.0000000000000e+00
5.5849998474121e+01 9.3778434753418e+01 0.0000000000000e+00
5.5866664886475e+01 9.3803436279297e+01 0.0000000000000e+00
5.5883335113525e+01 9.3828437805176e+01 0.0000000000000e+00
5.5900001525879e+01 9.3853439331055e+01 0.0000000000000e+00
5.5916667938232e+01 9.3878440856934e+01 0.0000000000000e+00
5.5933334350586e+01 9.3903442382812e+01 0.0000000000000e+00
5.5950000762939e+01 9.3928443908691e+01 0.0000000000000e+00
5.5966667175293e+01 9.3953445434570e+01 0.0000000000000e+00
5.5983333587646e+01 9.3978446960449e+01 0.0000000000000e+00
5.6000000000000e+01 9.4003448486328e+01 0.0000000000000e+00
5.6016666412354e+01 9.4028450012207e+01 0.0000000000000e+00
5.6033332824707e+01 9.4053451538086e+01 0.0000000000000e+00
5.6049999237061e+01 9.4078453063965e+01 0.0000000000000e+00
5.6066665649414e+01 9.4103454589844e+01 0.0000000000000e+00
5.6083332061768e+01 9.4128456115723e+01 0.0000000000000e+00
5.6099998474121e+01 9.4153457641602e+01 0.0000000000000e+00
5.6116664886475e+01 9.4178459167480e+01 0.0000000000000e+00
5.6133335113525e+01 9.4203460693359e+01 0.0000000000000e+00
5.6150001525879e+01 9.4228462219238e+01 0.0000000000000e+00
5.6166667938232e+01 9.4253463745117e+01 0.0000000000000e+00
5.6183334350586e+01 9.4278465270996e+01 0.0000000000000e+00
5.6200000762939e+01 9.4303466796875e+01 0.0000000000000e+00
5.6216667175293e+01 9.4328468322754e+01 0.0000000000000e+00
5.6233333587646e+01 9.4353469848633e+01 0.0000000000000e+00
5.6250000000000e+01 9.4378471374512e+01 0.0000000000000e+00
5.6266666412354e+01 9.4403472900391e+01 0.0000000000000e+00
5.6283332824707e+01 9.4428474426270e+01 0.0000000000000e+00
5.6299999237061e+01 9.4453475952148e+01 0.0000000000000e+00
5.6316665649414e+01 9.4478477478027e+01 0.0000000000000e+00
5.6333332061768e+01 9.4503479003906e+01 0.0000000000000e+00
5.6349998474121e+01 9.4528480529785e+01 0.0000000000000e+00
5.6366664886475e+01 9.4553482055664e+01 0.0000000000000e+00
5.6383335113525e+01 9.4578483581543e+01 0.0000000000000e+00
5.6400001525879e+01 9.4603485107422e+01 0.0000000000000e+00
5.6416667938232e+01 9.4628486633301e+01 0.0000000000000e+00
5.6433334350586e+01 9.4653488159180e+01 0.0000000000000e+00
5.6450000762939e+01 9.4678489685059e+01 0.0000000000000e+00
5.6466667175293e+01 9.4703491210938e+01 0.0000000000000e+00
5.6483333587646e+01 9.4728492736816e+01 0.0000000000000e+00
5.6500000000000e+01 9.4753494262695e+01 0.0000000000000e+00
5.6516666412354e+01 9.4778495788574e+01 0.0000000000000e+00
5.6533332824707e+01 9.4803497314453e+01 0.0000000000000e+00
5.6549999237061e+01 9.4828498840332e+01 0.0000000000000e+00
5.6566665649414e+01 9.4853500366211e+01 0.0000000000000e+00
5.6583332061768e+01 9.4878501892090e+01 0.0000000000000e+00
5.6599998474121e+01 9.4903503417969e+01 0.0000000000000e+00
5.6616664886475e+01 9.4928504943848e+01 0.0000000000000e+00
5.6633335113525e+01 9.4953506469727e+01 0.0000000000000e+00
5.6650001525879e+01 9.4978507995605e+01 0.0000000000000e+00
5.6666667938232e+01 9.5003509521484e+01 0.0000000000000e+00
5.6683334350586e+01 9.5028511047363e+01 0.0000000000000e+00
5.6700000762939e+01 9.5053512573242e+01 0.0000000000000e+00
5.6716667175293e+01 9.5078514099121e+01 0.0000000000000e+00
5.6733333587646e+01 9.5103515625000e+01 0.0000000000000e+00
5.6750000000000e+01 9.5128517150879e+01 0.0000000000000e+00
5.6766666412354e+01 9.5153518676758e+01 0.0000000000000e+00
5.6783332824707e+01 9.5178520202637e+01 0.0000000000000e+00
5.6799999237061e+01 9.5203521728516e+01 0.0000000000000e+00
5.6816665649414e+01 9.5228523254395e+01 0.0000000000000e+00
5.6833332061768e+01 9.5253524780273e+01 0.0000000000000e+00
5.6849998474121e+01 9.5278526306152e+01 0.0000000000000e+00
5.6866664886475e+01 9.5303527832031e+01 0.0000000000000e+00
5.6883335113525e+01 9.5328529357910e+01 0.0000000000000e+00
5.6900001525879e+01 9.5353530883789e+01 0.0000000000000e+00
5.6916667938232e+01 9.5378532409668e+01 0.0000000000000e+00
5.6933334350586e+01 9.5403533935547e+01 0.0000000000000e+00
5.6950000762939e+01 9.5428535461426e+01 0.0000000000000e+00
5.6966667175293e+01 9.5453536987305e+01 0.0000000000000e+00
5.6983333587646e+01 9.5478538513184e+01 0.0000000000000e+00
5.7000000000000e+01 9.5503540039062e+01 0.0000000000000e+00
5.7016666412354e+01 9.5528541564941e+01 0.0000000000000e+00
5.7033332824707e+01 9.5553543090820e+01 0.0000000000000e+00
5.7049999237061e+01 9.5578544616699e+01 0.0000000000000e+00
5.7066665649414e+01 9.5603546142578e+01 0.0000000000000e+00
5.7083332061768e+01 9.5628547668457e+01 0.0000000000000e+00
5.7099998474121e+01 9.5653549194336e+01 0.0000000000000e+00
5.7116664886475e+01 9.5678550720215e+01 0.0000000000000e+00
5.7133335113525e+01 9.5703552246094e+01 0.0000000000000e+00
5.7150001525879e+01 9.5728553771973e+01 0.0000000000000e+00
5.7166667938232e+01 9.5753555297852e+01 0.0000000000000e+00
5.7183334350586e+01 9.5778556823730e+01 0.0000000000000e+00
5.7200000762939e+01 9.5803558349609e+01 0.0000000000000e+00
5.7216667175293e+01 9.5828559875488e+01 0.0000000000000e+00
5.7233333587646e+01 9.5853561401367e+01 0.0000000000000e+00
5.7250000000000e+01 9.5878562927246e+01 0.0000000000000e+00
5.7266666412354e+01 9.5903564453125e+01 0.0000000000000e+00
5.7283332824707e+01 9.5928565979004e+01 0.0000000000000e+00
5.7299999237061e+01 9.5953567504883e+01 0.0000000000000e+00
5.7316665649414e+01 9.5978569030762e+01 0.0000000000000e+00
5.7333332061768e+01 9.6003570556641e+01 0.0000000000000e+00
5.7349998474121e+01 9.6028572082520e+01 0.0000000000000e+00
5.7366664886475e+01 9.6053573608398e+01 0.0000000000000e+00
5.7383335113525e+01 9.6078575134277e+01 0.0000000000000e+00
5.7400001525879e+01 9.6103576660156e+01 0.0000000000000e+00
5.7416667938232e+01 9.6128578186035e+01 0.0000000000000e+00
5.7433334350586e+01 9.6153579711914e+01 0.0000000000000e+00
5.7450000762939e+01 9.6178581237793e+01 0.0000000000000e+00
5.7466667175293e+01 9.6203582763672e+01 0.0000000000000e+00
5.7483333587646e+01 9.6228584289551e+01 0.0000000000000e+00
5.7500000000000e+01 9.6253585815430e+01 0.0000000000000e+00
5.7516666412354e+01 9.6278587341309e+01 0.0000000000000e+00
5.7533332824707e+01 9.6303588867188e+01 0.0000000000000e+00
5.7549999237061e+01 9.6328590393066e+01 0.0000000000000e+00
5.7566665649414e+01 9.6353591918945e+01 0.0000000000000e+00
5.7583332061768e+01 9.6378593444824e+01 0.0000000000000e+00
5.7599998474121e+01 9.6403594970703e+01 0.0000000000000e+00
5.7616664886475e+01 9.6428596496582e+01 0.0000000000000e+00
5.7633335113525e+01 9.6453598022461e+01 0.0000000000000e+00
5.7650001525879e+01 9.6478599548340e+01 0.0000000000000e+00
5.7666667938232e+01 9.6503601074219e+01 0.0000000000000e+00
5.7683334350586e+01 9.6528602600098e+01 0.0000000000000e+00
5.7700000762939e+01 9.6553604125977e+01 0.0000000000000e+00
5.7716667175293e+01 9.6578605651855e+01 0.0000000000000e+00
5.7733333587646e+01 9.6603607177734e+01 0.0000000000000e+00
5.7750000000000e+01 9.6628608703613e+01 0.0000000000000e+00
5.7766666412354e+01 9.6653610229492e+01 0.0000000000000e+00
5.7783332824707e+01 9.6678611755371e+01 0.0000000000000e+00
5.7799999237061e+01 9.6703613281250e+01 0.0000000000000e+00
5.7816665649414e+01 9.6728614807129e+01 0.0000000000000e+00
5.7833332061768e+01 9.6753616333008e+01 0.0000000000000e+00
5.7849998474121e+01 9.6778617858887e+01 0.0000000000000e+00
5.7866664886475e+01 9.6803619384766e+01 0.0000000000000e+00
5.7883335113525e+01 9.6828620910645e+01 0.0000000000000e+00
5.7900001525879e+01 9.6853622436523e+01 0.0000000000000e+00
5.7916667938232e+01 9.6878623962402e+01 0.0000000000000e+00
5.7933334350586e+01 9.6903625488281e+01 0.0000000000000e+00
5.7950000762939e+01 9.6928627014160e+01 0.0000000000000e+00
5.7966667175293e+01 9.6953628540039e+01 0.0000000000000e+00
5.7983333587646e+01 9.6978630065918e+01 0.0000000000000e+00
5.8000000000000e+01 9.7003631591797e+01 0.0000000000000e+00
5.8016666412354e+01 9.7028633117676e+01 0.0000000000000e+00
5.8033332824707e+01 9.7053634643555e+01 0.0000000000000e+00
5.8049999237061e+01 9.7078636169434e+01 0.0000000000000e+00
5.8066665649414e+01 9.7103637695312e+01 0.0000000000000e+00
5.8083332061768e+01 9.7128639221191e+01 0.0000000000000e+00
5.8099998474121e+01 9.7153640747070e+01 0.0000000000000e+00
5.8116664886475e+01 9.7178642272949e+01 0.0000000000000e+00
5.8133335113525e+01 9.7203643798828e+01 0.0000000000000e+00
5.8150001525879e+01 9.7228645324707e+01 0.0000000000000e+00
5.8166667938232e+01 9.7253646850586e+01 0.0000000000000e+00
5.8183334350586e+01 9.7278648376465e+01 0.0000000000000e+00
5.8200000762939e+01 9.7303649902344e+01 0.0000000000000e+00
5.8216667175293e+01 9.7328651428223e+01 0.0000000000000e+00
5.8233333587646e+01 9.7353652954102e+01 0.0000000000000e+00
5.8250000000000e+01 9.7378654479980e+01 0.0000000000000e+00
5.8266666412354e+01 9.7403656005859e+01 0.0000000000000e+00
5.8283332824707e+01 9.7428657531738e+01 0.0000000000000e+00
5.8299999237061e+01 9.7453659057617e+01 0.0000000000000e+00
5.8316665649414e+01 9.7478660583496e+01 0.0000000000000e+00
5.8333332061768e+01 9.7503662109375e+01 0.0000000000000e+00
5.8349998474121e+01 9.7528663635254e+01 0.0000000000000e+00
5.8366664886475e+01 9.7553665161133e+01 0.0000000000000e+00
5.8383335113525e+01 9.7578666687012e+01 0.0000000000000e+00
5.8400001525879e+01 9.7603668212891e+01 0.0000000000000e+00
5.8416667938232e+01 9.7628669738770e+01 0.0000000000000e+00
5.8433334350586e+01 9.7653671264648e+01 0.0000000000000e+00
5.8450000762939e+01 9.7678672790527e+01 0.0000000000000e+00
5.8466667175293e+01 9.7703674316406e+01 0.0000000000000e+00
5.8483333587646e+01 9.7728675842285e+01 0.0000000000000e+00
5.8500000000000e+01 9.7753677368164e+01 0.0000000000000e+00
5.8516666412354e+01 9.7778678894043e+01 0.0000000000000e+00
5.8533332824707e+01 9.7803680419922e+01 0.0000000000000e+00
5.8549999237061e+01 9.7828681945801e+01 0.0000000000000e+00
5.8566665649414e+01 9.7853683471680e+01 0.0000000000000e+00
5.8583332061768e+01 9.7878684997559e+01 0.0000000000000e+00
5.8599998474121e+01 9.7903686523438e+01 0.0000000000000e+00
5.8616664886475e+01 9.7928688049316e+01 0.0000000000000e+00
5.8633335113525e+01 9.7953689575195e+01 0.0000000000000e+00
5.8650001525879e+01 9.7978691101074e+01 0.0000000000000e+00
5.8666667938232e+01 9.8003692626953e+01 0.0000000000000e+00
5.8683334350586e+01 9.8028694152832e+01 0.0000000000000e+00
5.8700000762939e+01 9.8053695678711e+01 0.0000000000000e+00
5.8716667175293e+01 9.8078697204590e+01 0.0000000000000e+00
5.8733333587646e+01 9.8103698730469e+01 0.0000000000000e+00
5.8750000000000e+01 9.8128700256348e+01 0.0000000000000e+00
5.8766666412354e+01 9.8153701782227e+01 0.0000000000000e+00
5.8783332824707e+01 9.8178703308105e+01 0.0000000000000e+00
5.8799999237061e+01 9.8203704833984e+01 0.0000000000000e+00
5.8816665649414e+01 9.8228706359863e+01 0.0000000000000e+00
5.8833332061768e+01 9.8253707885742e+01 0.0000000000000e+00
5.8849998474121e+01 9.8278709411621e+01 0.0000000000000e+00
5.8866664886475e+01 9.8303710937500e+01 0.0000000000000e+00
5.8883335113525e+01 9.8328712463379e+01 0.0000000000000e+00
5.8900001525879e+01 9.8353713989258e+01 0.0000000000000e+00
5.8916667938232e+01 9.8378715515137e+01 0.0000000000000e+00
5.8933334350586e+01 9.8403717041016e+01 0.0000000000000e+00
5.8950000762939e+01 9.8428718566895e+01 0.0000000000000e+00
5.8966667175293e+01 9.8453720092773e+01 0.0000000000000e+00
5.8983333587646e+01 9.8478721618652e+01 0.0000000000000e+00
5.9000000000000e+01 9.8503723144531e+01 0.0000000000000e+00
5.9016666412354e+01 9.8528724670410e+01 0.0000000000000e+00
5.9033332824707e+01 9.8553726196289e+01 0.0000000000000e+00
5.9049999237061e+01 9.8578727722168e+01 0.0000000000000e+00
5.9066665649414e+01 9.8603729248047e+01 0.0000000000000e+00
5.9083332061768e+01 9.8628730773926e+01 0.0000000000000e+00
5.9099998474121e+01 9.8653732299805e+01 0.0000000000000e+00
5.9116664886475e+01 9.8678733825684e+01 0.0000000000000e+00
5.9133335113525e+01 9.8703735351562e+01 0.0000000000000e+00
5.9150001525879e+01 9.8728736877441e+01 0.0000000000000e+00
5.9166667938232e+01 9.8753738403320e+01 0.0000000000000e+00
5.9183334350586e+01 9.8778739929199e+01 0.0000000000000e+00
5.9200000762939e+01 9.8803741455078e+01 0.0000000000000e+00
5.9216667175293e+01 9.8828742980957e+01 0.0000000000000e+00
5.9233333587646e+01 9.8853744506836e+01 0.0000000000000e+00
5.9250000000000e+01 9.8878746032715e+01 0.0000000000000e+00
5.9266666412354e+01 9.8903747558594e+01 0.0000000000000e+00
5.9283332824707e+01 9.8928749084473e+01 0.0000000000000e+00
5.9299999237061e+01 9.8953750610352e+01 0.0000000000000e+00
5.9316665649414e+01 9.8978752136230e+01 0.0000000000000e+00
